x	y
4.926791384343592	10.067778874156101
4.4797339782984675	8.424283017327003
4.289686177112736	8.835629348516788
4.474023225396875	9.63049874070356
4.214551413601885	8.416680107864826
6.057430898913225	11.57808018972806
4.597902648501114	8.283024941892162
5.021570721240702	9.922730798648807
3.627322533966918	6.651222055400019
5.622793637081279	11.959972393213341
5.555024532815206	11.727814886749327
4.966007420608399	10.951562114736635
5.076790892920633	9.768299005170931
4.777700378078211	8.543798321493336
3.2908333387939352	5.981844106826653
3.9482291316608915	7.567168364770164
5.239494224123723	11.040264052268347
5.700751392988629	11.234957283974405
5.3309439982029065	9.591769119864626
5.56826346561594	11.194137507084902
3.669049039519825	6.478613709576713
4.033620898494764	7.081479264851059
4.075839201298839	9.599739003343448
4.868161793204489	9.8371758330039345
5.480550107492949	9.810371850931755
4.045562587127306	7.813426724638177
4.118657792631499	8.998293044605944
3.881101574536978	8.123563939729252
6.020160759552427	12.180970852045318
6.361049873137531	11.858829045292694
4.014298475565795	6.262769280293561
5.43869795216611	9.455192547591947
3.810725932911983	8.305281147788895
4.151755546906406	7.832408759206235
4.4254039241486485	7.923030965305751
4.5804531384678375	9.980007755895306
3.861564792757852	8.37537474904991
4.4857737208082655	7.846577299260425
5.330617115083952	11.139062734911176
7.456606784502686	13.455660009810725
4.991156685212681	9.86749737203472
4.667102488857869	11.04578849186407
4.475240239405866	7.502323654051263
5.739818361200616	10.32341670834152
3.779555584135772	8.258562820475477
6.045740309007673	9.822887509029027
6.426294754133417	14.73328218815024
3.4192956691245087	7.920359648808482
4.512987490988668	10.453038327700412
5.255134126550553	10.810653924074295
